,text,tags_filter
371,undefined symbol architecture objc class skpsmtpmessage referenced error imported framework sending email application background skpsmtpmessage framework somebody suggest error shown undefined symbol architecture objc class skpsmtpmessage referenced objc class ref confirmcontroller kskpsmtppartcontenttransferencodingkey referenced confirmcontroller sendemail confirmcontroller kskpsmtppartmessagekey referenced confirmcontroller sendemail confirmcontroller kskpsmtppartcontenttypekey referenced confirmcontroller sendemail confirmcontroller symbol found architecture collect returned exit status source framework taken locking field mfmailcomposeviewcontroller update answer drag drop folder project click copy select project check box target check box well,ios
372,update sync forked repository github forked project made change created pull request accepted new commits later added repository get commits fork,git
373,illegalargumentexception navigation destination xxx unknown navcontroller issue new android navigation architecture component try navigate one fragment another get weird error java lang illegalargumentexception navigation destination xxx unknown navcontroller every navigation work fine except particular one use findnavcontroller function fragment get access navcontroller help appreciated,android
374,unable get spring boot automatically create database schema unable get spring boot automatically load database schema start application property spring datasource url jdbc mysql localhost test spring datasource username test spring datasource password spring datasource driverclassname com mysql jdbc driver spring jpa database mysql spring jpa show sql true spring jpa hibernate ddl auto create spring jpa hibernate dialect org hibernate dialect mysql dialect spring jpa hibernate naming strategy org hibernate cfg improvednamingstrategy application java enableautoconfiguration componentscan public class application public static void main final string args springapplication run application class args sample entity entity table name survey public class survey implement serializable private long private string name private list question question return survey generatedvalue strategy identity column name survey unique true nullable false public long getid return return survey name column name name public string getname return name return list survey question onetomany mappedby survey orderby public list question getquestions return question param set public void setid long param name name question public void setname final string name name name param question list question set public void setquestions list question question question question idea wrong,java
375,intellij incorrectly saying bean type found autowired repository created simple unit test intellij incorrectly highlighting red marking error bean see pass test must autowired,java
376,delete local git branch follow development process create new local branch every new feature story card finished merge branch master push tends happen time due combination laziness forgetfulness end large list local branch spike may merged know list local branch know remove single branch wondering git command allows delete local branch output git branch merged command user machine project application master git branch merged story short description story another description story blah blah master attempt delete branch listed grep per answer result error error branch story short description found error branch story another description found error branch story blah blah found using git ubuntu gnu bash version release gnu grep,git
377,debug error spawn enoent node get following error event throw unhandled error event error spawn enoent errnoexception child process process childprocess handle onexit child process procedure follow fix author note lot issue error encouraged post question future reference related question using spawn function node env production node child process spawn enoent error supervisord spawn enoent node error http stackoverflow com question nodejs spawn enoent error travis calling global npm package node child process spawn npm install grunt task result enoent error running foreman task fatal error spawn enoent unhandled error event node error spawn enoent errnoexception child process node spookyjs error executing hello http stackoverflow com question run grunt directory nodewebkit run exe file child process nodejs node child process spawn working java even though path enoent spawn enoent error nodejs python related image resizing working node partial non installed dependency npm install error enoent build dependency problem install node oracle module window build dependency problem error installing gulp using nodejs window strange case,node.js
378,iphone simulator uitabbar icon title rendered top covering eachother anyone issue iphone simulator around uitabbar component mine seem rendering icon title top sure missing anything also ran iphone simulator one actual device look fine shown story board iphone iphone,iphone
379,create react app working since version tried installing create react app using npm create react app npx create react app new app npm init react app new app keep getting error message running create react app behind latest release longer support global installation create react app fix,reactjs
380,error flutter flutter file found flutter run know build run app new macbook run folder another mac window computer run perfectly run flutter clean run pub get solve issue normal create new project run flutter run normally think maybe think may related plugins know solve thanks flutter doctor flutter channel master pre macos darwin locale flutter version pre user leo tool flutter framework revision day ago engine revision dart version build dev android toolchain develop android device android sdk version android sdk user leo library android sdk platform android build tool java binary application android studio app content jre jdk content home bin java java version openjdk runtime environment build release android license accepted xcode develop macos xcode xcode application xcode app content developer xcode build version cocoapods version android studio version android studio application android studio app content flutter plugin installed http plugins jetbrains com plugin flutter dart plugin installed http plugins jetbrains com plugin dart java version openjdk runtime environment build release connected device available sdk gphone arm mobile emulator android android api emulator iphone pro max mobile com apple coresimulator simruntime simulator issue found launching lib main dart iphone pro max debug mode running xcode build xcode build done failed build app error output xcode build build failed xcode output module includes note file included module includes import header vibration umbrella user leo apps previate esta pod target support file vibration vibration umbrella note file included user leo apps previate esta pod target support file vibration vibration umbrella import vibrationplugin user leo pub cache hosted pub dartlang org vibration class vibrationplugin error flutter flutter file found import flutter flutter unknown error could build objective module vibration file included user leo pub cache hosted pub dartlang org url launcher class flturllauncherplugin user leo pub cache hosted pub dartlang org url launcher class flturllauncherplugin fatal error flutter flutter file found import flutter flutter error generated file included user leo pub cache hosted pub dartlang org shared preference class fltsharedpreference splugin user leo pub cache hosted pub dartlang org shared preference class fltsharedpreference splugin fatal error flutter flutter file found import flutter flutter error generated file included user leo pub cache hosted pub dartlang org share class fltshareplugin user leo pub cache hosted pub dartlang org share class fltshareplugin fatal error flutter flutter file found import flutter flutter error generated file included user leo pub cache hosted pub dartlang org sensor class fltsensorsplugin user leo pub cache hosted pub dartlang org sensor class fltsensorsplugin fatal error flutter flutter file found import flutter flutter error generated note using new build system note building target parallel note planning build note constructing build description could build application simulator error launching application iphone pro max,ios
381,xcode error failed prepare device development updated xcode beta device version xcode complaining error encountered preparing device development please check device simulator window failed prepare device development iphone directly connected macbook tried mumbo jumbos web success idea unable prepare device development please check connection device review error device simulator window,ios
382,detecting browser autofill tell browser auto filled text box especially username password box autofill around page load first question occur page load sequence document ready secondly use logic find occurred want stop occurring hook event preferably something like autofilled true else possible would love see jsfiddle showing answer possible duplicate dom event browser password autofill browser autofill javascript triggered event question really explain event triggered continuously recheck text box good performance,javascript
383,spring boot managed type use spring boot+jpa problem starting service caused java lang illegalargumentexception managed type class com nervytech dialer domain phonesettings org hibernate jpa internal metamodel metamodelimpl managedtype metamodelimpl java org springframework data jpa repository support jpametamodelentityinformation init jpametamodelentityinformation java org springframework data jpa repository support jpaentityinformationsupport getmetadata jpaentityinformationsupport java org springframework data jpa repository support jparepositoryfactory getentityinformation jparepositoryfactory java org springframework data jpa repository support jparepositoryfactory gettargetrepository jparepositoryfactory java org springframework data jpa repository support jparepositoryfactory gettargetrepository jparepositoryfactory java org springframework data repository core support repositoryfactorysupport getrepository repositoryfactorysupport java org springframework data repository core support repositoryfactorybeansupport initandreturn repositoryfactorybeansupport java org springframework data repository core support repositoryfactorybeansupport afterpropertiesset repositoryfactorybeansupport java org springframework data jpa repository support jparepositoryfactorybean afterpropertiesset jparepositoryfactorybean java org springframework bean factory support abstractautowirecapablebeanfactory invokeinitmethods abstractautowirecapablebeanfactory java org springframework bean factory support abstractautowirecapablebeanfactory initializebean abstractautowirecapablebeanfactory java application java file configuration componentscan enableautoconfiguration exclude datasourceautoconfiguration class springbootapplication public class dialerapplication public static void main string args springapplication run dialerapplication class args use ucp connection pooling datasource configuration configuration componentscan enabletransactionmanagement enableautoconfiguration enablejparepositories entitymanagerfactoryref dialerentitymanagerfactory transactionmanagerref dialertransactionmanager basepackages com nervy dialer spring jpa repository public class applicationdatasource constant logger private static final logger logger loggerfactory getlogger applicationdatasource class constant test sql private static final string test sql select dual pooled data source private pooldatasource pooleddatasource userdetailsservice implementation service userdetailsservice sessionattributes user public class userdetailsserviceimpl implement userdetailsservice autowired private userservice userservice service layer implementation service public class phonesettingsserviceimpl implement phonesettingsservice repository class repository public interface phonesettingsrepository extends jparepository phonesettings long entity class entity table name phone setting catalog dialer public class phonesettings implement java serializable websecurityconfig class configuration enablewebmvcsecurity componentscan public class websecurityconfig extends websecurityconfigureradapter autowired private userdetailsserviceimpl userdetailsservice instantiates new web security config public websecurityconfig super inheritdoc see org springframework security config annotation web configuration websecurityconfigureradapter configure org springframework security config annotation web builder httpsecurity override protected void configure httpsecurity http throw exception http authorizerequests antmatchers login logoffuser sessionexpired error unauth redirect support permitall anyrequest authenticated rememberme httpbasic csrf disable logout deletecookies jsessionid logoutsuccessurl logoff invalidatehttpsession true autowired public void configauthentication authenticationmanagerbuilder auth throw exception auth userdetailsservice userdetailsservice passwordencoder new bcryptpasswordencoder package follows application class com nervy dialer datasource class com nervy dialer common entity class com nervy dialer domain service class com nervy dialer domain service impl controller com nervy dialer spring controller repository class com nervy dialer spring jpa repository websecurityconfig com nervy dialer spring security thanks,spring
384,android studio error unsupported module detected compilation supported following module using android studio java module referred module project checked svn every unsupported module detected compilation supported following module unfortunately non gradle java module android gradle module one project getting error stop compilation module able compile run project,android
385,solve failed lazily initialize collection role hibernate exception problem org hibernate lazyinitializationexception failed lazily initialize collection role mvc model topic comment session session closed model entity table name topic public class topic generatedvalue strategy generationtype auto private int manytoone joincolumn name user private user author enumerated enumtype string private tag topictag private string name private string text onetomany mappedby topic cascade cascadetype private collection comment comment new linkedhashset comment public collection comment getcomments return comment controller call model look like following controller requestmapping value topic public class topiccontroller autowired private topicservice service private static final logger logger loggerfactory getlogger topiccontroller class requestmapping value detail topicid method requestmethod get public modelandview detail pathvariable value topicid int topic topicbyid service findtopicbyid collection comment commentlist topicbyid getcomments hashtable modeldata new hashtable modeldata put topic topicbyid modeldata put commentlist commentlist return new modelandview topic detail modeldata jsp page look following page import com epam mvc helper utils page language java contenttype text html charset utf pageencoding utf taglib uri http java sun com jsp jstl core prefix page session false html head title view topic title head body foreach item commentlist var item jsp usebean item type mvc model comment item gettext foreach body html exception rised viewing jsp line foreach loop,java
386,install nuget package failed initialize powershell host sudden getting error upgrading nuget package none fix come across work using visual studio newtonsoft json already installed adding newtonsoft json tournament notification successfully added newtonsoft json tournament notification executing script file web basketballtournaments mainbranch package newtonsoft json tool install failed initialize powershell host powershell execution policy setting set allsigned open package manager console initialize host first package manager console attempting perform initializedefaultdrives operation filesystem provider failed wait initialization finish console able add package,powershell
387,capitalize first letter string dart capitalize first character string changing case letter example string give string,string
388,intellisense code suggestion stop working visual studio open issue intellisense microsoft visual studio working project editing code whatnot period time anywhere minute hour sudden code suggestion intellisense seem stop working completely time solution tried reset setting close visual studio completely reopen project better solution update fix,visual-studio
389,prevent scrolling parent element inner element scroll position reach top bottom little floating tool box div position fixed overflow auto work fine scrolling inside box mouse wheel reaching bottom top parent element take scroll request document behind tool box scroll annoying user asked using jquery thought could stop behaviour event stoppropagation toolbox scroll function event event stoppropagation enter function still propagation happens anyway document scroll surprisingly hard search topic google ask prevent propagation bubbling scroll event edit working solution thanks amustill brandon aaron mousewheel plugin http github com brandonaaron jquery mousewheel raw master jquery mousewheel toolpage bind mousewheel function var scrolltop preventdefault else scrolltop get scrollheight innerheight preventdefault,javascript
390,entity framework provider type could loaded trying run test teamcity currently installed machine system invalidoperationexception entity framework provider type system data entity sqlserver sqlproviderservices entityframework sqlserver version culture neutral publickeytoken system data sqlclient ado net provider could loaded make sure provider assembly available running application see http microsoft com fwlink linkid information reference system data entity project suggested codeplex upgrading sure getting exception get exception run test try set copylocal false true seem work either update app config following behavior understand xml version encoding utf configuration configsections section name entityframework type system data entity internal configfile entityframeworksection entityframework version culture neutral publickeytoken requirepermission false information entity framework configuration visit http microsoft com fwlink linkid configsections entityframework defaultconnectionfactory type system data entity infrastructure sqlconnectionfactory entityframework entityframework configuration get following stacktrace teamcity mstest integrationtests crudtest+questiontest create integrationtests crudtest+questiontest create initialization method integrationtests crudtest+questiontest initialize threw exception system invalidoperationexception system invalidoperationexception entity framework provider type system data entity sqlserver sqlproviderservices entityframework sqlserver version culture neutral publickeytoken system data sqlclient ado net provider could loaded make sure provider assembly available running application see http microsoft com fwlink linkid information integrationtests crudtest+questiontest create system data entity config providerservicesfactory getinstance string providertypename string providerinvariantname system data entity config providerservicesfactory getinstancebyconvention string providerinvariantname system data entity config defaultproviderservicesresolver getservice type type object key system data entity config cachingdependencyresolver displayclass getservice tuple system collection concurrent concurrentdictionary getoradd tkey key func valuefactory system data entity config cachingdependencyresolver getservice type type object key system data entity config resolverchain displayclass getservice idbdependencyresolver system linq enumerable whereselectarrayiterator movenext system linq enumerable firstordefault tsource ienumerable source func predicate system data entity config resolverchain getservice type type object key system data entity config rootdependencyresolver getservice type type object key system data entity config resolverchain displayclass getservice idbdependencyresolver system linq enumerable whereselectarrayiterator movenext system linq enumerable firstordefault tsource ienumerable source func predicate system data entity config resolverchain getservice type type object key system data entity config compositeresolver getservice type type object key system data entity config idbdependencyresolverextensions getservice idbdependencyresolver resolver object key system data entity config internalconfiguration getservice tservice object key system data entity config dbconfiguration getservice tservice object key system data entity utility dbproviderfactoryextensions getproviderservices dbproviderfactory factory system data entity infrastructure defaultmanifesttokenservice getprovidermanifesttoken dbconnection connection system data entity utility dbconnectionextensions getproviderinfo dbconnection connection dbprovidermanifest providermanifest system data entity dbmodelbuilder build dbconnection providerconnection system data entity internal lazyinternalcontext createmodel lazyinternalcontext internalcontext system data entity internal retrylazy getvalue tinput input system data entity internal lazyinternalcontext initializecontext system data entity internal internalcontext getentitysetandbasetypefortype type entitytype system data entity internal linq internalset initialize system data entity internal linq internalset get internalcontext system data entity internal linq internalset actonset action action entitystate newstate object entity string methodname system data entity internal linq internalset add object entity system data entity dbset add tentity entity efrepository infrastructure efrepository add item teamcity buildagent work repository infrastructure efrepository line integrationtests crudtest initialize teamcity buildagent work integrationtests crudtest line,c#
391,access denied user homestead localhost using password yes mac yosemite using laravel local environment run php artisan migrate keep getting access denied user homestead localhost using password yes configuration env app env local app debug true app key host localhost database homestead username homestead password secret app config database php mysql driver mysql host env host localhost database env database homestead username env username homestead password env password secret unix socket tmp mysql sock charset utf collation utf unicode prefix strict false avoid kind error tried app database php replace localhost host env host localhost host env host also env host localhost host try specify environment php artisan migrate env local check see mysql running run mysqladmin homestead status enter password secret got uptime thread question slow query open flush table open table query per second average mean running check mysql unix socket step work,php
392,maximum call stack size exceeded error using direct web remoting dwr javascript library file getting error safari desktop ipad say maximum call stack size exceeded exactly error mean stop processing completely also fix safari browser actually ipad safari say execution exceeded timeout assuming call stack issue,javascript
393,chrome net err incomplete chunked encoding error past two month receiving following error chrome developer console net err incomplete chunked encoding symptom page loading truncated file page hanging server environment apache php ubuntu happening house apache server happening anybody else none user experiencing problem anybody else dev team people accessing exact server exact version chrome also tried disabling extension browsing incognito mode effect used firefox exact thing occurring truncated file whatnot thing firefox raise console error need inspect http request via firebug see problem response header apache cache control store cache must revalidate post check pre check connection close content encoding gzip content type text html charset utf date mon apr gmt expires thu nov gmt pragma cache server apache ubuntu transfer encoding chunked vary accept encoding powered php ubuntu testing able fix issue forcing http htaccess file setenv downgrade get rid problem however forcing http http proper solution update one experiencing issue figured needed spend time investigating whether client side issue chrome setting use restore default option problem disappear minute return,php
394,parse split string c++ using string delimiter standard c++ parsing string c++ using following using namespace std string parsed input text parsed stringstream input stringstream input getline input stringstream parsed processing parsing single char delimiter fine want use string delimiter example want split scott tiger delimiter get scott tiger,c++
395,unable resolve unable get local issuer certificate using git window self signed certificate using git window installed msysgit package test repository self signed certificate server access use repository using http without problem moving http give error ssl certificate problem unable get local issuer certificate self signed certificate installed trusted root certification authority window client machine browse http repository url internet explorer error message blog post philip kelley explained curl use client machine certificate store followed blog post advice create private copy curl bundle crt configure git use sure git using copy rename copy git complains file missing pasted certificate mentioned blog post still get message unable get local issuer certificate verified git still working cloning github repository via http thing see different blog post certificate root chain reach certificate originally came clicking manager link create self signed certificate maybe make certificate different way curl expects get git curl accept self signed certificate,windows
396,get nth character string swift get nth character string tried bracket accessor luck var string hello world var firstchar string throw error error subscript unavailable subscript string int see documentation comment discussion,swift
397,npm npm cli found running npm usually install library using npm today installing yeoman encountered error please help figure root work phonegap ionic todo npm install module throw err error find module program file nodejs node module npm bin node module npm bin npm cli function module resolvefilename module function module load module function module runmain module startup node node looked folder program file nodejs node module npm bin see node module folder error described also try find npm cli see actually program file nodejs node module npm bin,node.js
398,write permission library ruby gem directory mac user need run spec need install rspec first run gem install bundler root directory project run bundle install run single spec file run command like bundle exec rspec spec hello spec run spec run bundle exec rspec typed gem install bundler terminal got error write permission library ruby gem directory project file atom source http rubygems org gem rspec question seems like terminal giving response supposed change anything ruby need bundle install inside atom could anyone tell use atom run anything atom,macos
399,illegalstateexception perform action onsaveinstancestate viewpager getting user report app market delivering following exception java lang illegalstateexception perform action onsaveinstancestate android app fragmentmanagerimpl checkstateloss fragmentmanager java android app fragmentmanagerimpl popbackstackimmediate fragmentmanager java android app activity onbackpressed activity java android app activity onkeyup activity java android view keyevent dispatch keyevent java android app activity dispatchkeyevent activity java com android internal policy impl phonewindow decorview dispatchkeyevent phonewindow java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java com android internal policy impl phonewindow decorview superdispatchkeyevent phonewindow java com android internal policy impl phonewindow superdispatchkeyevent phonewindow java android app activity dispatchkeyevent activity java com android internal policy impl phonewindow decorview dispatchkeyevent phonewindow java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java android widget tabhost dispatchkeyevent tabhost java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java android view viewgroup dispatchkeyevent viewgroup java com android internal policy impl phonewindow decorview superdispatchkeyevent phonewindow java com android internal policy impl phonewindow superdispatchkeyevent phonewindow java android app activity dispatchkeyevent activity java com android internal policy impl phonewindow decorview dispatchkeyevent phonewindow java android view viewroot deliverkeyeventpostime viewroot java android view viewroot handlefinishedevent viewroot java android view viewroot handlemessage viewroot java android handler dispatchmessage handler java android looper loop looper java android app activitythread main activitythread java java lang reflect method invokenative native method java lang reflect method invoke method java com android internal zygoteinit methodandargscaller run zygoteinit java com android internal zygoteinit main zygoteinit java dalvik system nativestart main native method apparently something fragmentmanager use stacktrace show class idea exception occurs prevent record tabhost tab activitygroup switching activity,android
400,android studio gradle project unable start daemon process initialization version android studio beta version window java jre jdk version error unable start daemon process problem might caused incorrect configuration daemon example unrecognized jvm option used please refer user guide chapter daemon http gradle org doc userguide gradle daemon html error occurred initialization could reserve enough space object heap java hotspot client warning ignoring option maxpermsize support removed,java
401,wget curl large file google drive trying download file google drive script little trouble file trying download looked online extensively finally managed get one download got uids file smaller one downloads fine however larger file always redirects page asks whether want proceed download without virus scan could someone help get past screen got first file working curl http doc google com export download tutuziyedu vdrfwg ivue phlat tar run file curl http doc google com export download tutuziyy ylmztjhnbgm index phlat tar get following output notice third last line link confirm jwkk random character string suggests way add confirmation url one link visited suggested confirm antivirus working hope someone help,curl
402,visual studio test runner discovering xunit test update adding discovery runner integration mechanism per key thing wrong read xunit runner finding test cover reason xunit would never able find test problem different confident nothing subtle going test worked environment seems machine visual studio test runner visual studio community edition simply showing test anything remotely exciting test target xunit net desktop looked output window seeing anything test show output tab,.net
403,removing duplicate list check list duplicate return new list without duplicate,python
404,visual studio discover unit test simple solution visual studio composed one web project one library project one unit test project open solution try run unit test discover visual studio run test try menu choose test run run test opening test explorer window method visual studio discover test solution creating first simple unit test project try run test visual studio know discover test run open previous solution visual studio discovers test try save solution closing reopening without creating unit test project first visual studio find test strange behave know happening used working alone project using source control git integrated visual studio team foundation problem visual studio discover unit test start new element came project need recreate solution source control online test always discovered visual studio creation unit test use dll microsoft visualstudio qualitytools unittestframework version visual studio microsoft visual studio express web version update version net framework test like testclass public class service test testmethod public void test assert istrue true,c#
405,download file angular greater webapi mvc app developing angular client replace mvc trouble understanding angular save file request work fine mvc log data received figure save downloaded data mostly following logic post sure stupidly simple far simply grasping code component function tried different alternative blob way way far understood function createobjecturl url even find definition url window apparently exists use filesaver module get error guess something changed recently yet implemented trigger file save downloadfile type string let thefile pservice downloadfile rundata name type subscribe data thefile new blob data type application octet stream console log data error console log error downloading file console log completed file download let url window url createobjecturl thefile window open url sake completeness service fetch data thing issue request pas data without mapping succeeds downloadfile runname string type string return authhttp get file api title runname file type catch logandpasson,javascript
406,uitableview separator inset working app uitableview separator inset set custom value right left work perfectly however see separator inset set default right even though xib file set still show incorrectly remove uitableviewcell separator margin,ios
407,generate sha flutter react native android native app trying generate sha flutter app android studio support google sign know saw post indicate run command need jks file guess flutter create could someone help,android
408,nginx service failed control process exited nginx service failed control process exited systemctl status nginx service nginx service startup script nginx service loaded loaded usr lib systemd system nginx service enabled vendor preset disabled active failed result exit code since tue gmt min ago mar startdedicated com nginx nginx emerg bind mar startdedicated com nginx nginx emerg bind mar startdedicated com nginx nginx emerg bind mar startdedicated com nginx nginx emerg bind mar startdedicated com nginx nginx emerg bind mar startdedicated com nginx nginx emerg still could bind mar startdedicated com systemd nginx service control process exited code mar startdedicated com systemd failed start startup script nginx service mar startdedicated com systemd unit nginx service entered failed state mar startdedicated com systemd nginx service failed,nginx
